,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,DateAPIFormat,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,cloud_layer_1_code_set_1,wind_speed_set_1,relative_humidity_set_1,peak_wind_speed_set_1,air_temp_set_1,wind_direction_set_1
3842,3931,2022-07-18 06:00:00,18,6.0,$41.96,$41.12,6.61,$0.00,12524.63,81.0,4.6,6.35,6.22,0.84,0.84,0.0204,"$17,502.62",2022-07-18,06:00:00,2022,7,20220718,07/18/2022 06:00:00,2022-07-18 06:00:00-07:00,,,101265.11,0,2.058,78.97,,28.0,220.0
3843,3932,2022-10-02 23:00:00,2,23.0,$41.97,$37.51,6.29,$0.00,10839.6,66.0,4.6,6.67,5.96,4.46,4.46,0.1188,"$1,248.08",2022-10-02,23:00:00,2022,10,20221002,10/02/2022 23:00:00,2022-10-02 23:00:00-07:00,,,101636.42,0,1.543,55.67,,18.0,30.0
3844,3933,2022-12-02 16:00:00,2,16.0,$41.97,$41.93,6.22,$0.00,11207.89,77.0,10.4,6.75,6.74,0.04,0.04,0.001,"-$1,207.47",2022-12-02,16:00:00,2022,12,20221202,12/02/2022 16:00:00,2022-12-02 16:00:00-08:00,,,101636.42,0,2.572,83.37,,24.0,180.0
3845,3934,2022-05-12 00:00:00,12,24.0,$42.00,$57.64,6.49,-$1.02,13240.01,75.0,4.6,6.47,8.88,-15.64,-15.64,-0.27140000000000003,"$8,748.22",2022-05-12,00:00:00,2022,5,20220512,05/12/2022 00:00:00,2022-05-12 00:00:00-07:00,,,101467.64,0,1.543,83.13,,22.0,170.0
3846,3935,2022-10-11 03:00:00,11,3.0,$42.00,$31.07,6.25,$0.00,9275.63,61.0,0.0,6.72,4.97,10.93,10.93,0.3518,"$1,263.06",2022-10-11,03:00:00,2022,10,20221011,10/11/2022 03:00:00,2022-10-11 03:00:00-07:00,,,101568.91,0,1.543,93.84,,17.0,20.0
3847,3936,2022-11-23 16:00:00,23,16.0,$42.02,$37.99,6.18,$0.00,10381.26,70.0,11.5,6.8,6.15,4.03,4.03,0.1061,"-$1,398.80",2022-11-23,16:00:00,2022,11,20221123,11/23/2022 16:00:00,2022-11-23 16:00:00-08:00,,,101366.38,0,4.63,67.99,,18.0,150.0
3848,3937,2022-09-17 10:00:00,17,10.0,$42.02,$51.21,8.07,$0.00,13362.83,84.9,8.1,5.21,6.35,-9.19,-9.19,-0.1794,"$4,135.58",2022-09-17,10:00:00,2022,9,20220917,09/17/2022 10:00:00,2022-09-17 10:00:00-07:00,,,101366.38,0,3.601,55.65,,32.0,140.0
3849,3938,2022-03-21 17:00:00,21,17.0,$42.03,$40.81,4.87,$0.00,11949.8,72.0,19.6,8.63,8.38,1.22,1.22,0.0298,-$16.52,2022-03-21,17:00:00,2022,3,20220321,03/21/2022 17:00:00,2022-03-21 17:00:00-07:00,,"light rain,mist",100286.22,0,7.202,94.07,,22.0,150.0
3850,3939,2022-07-23 09:00:00,23,9.0,$42.03,$52.94,8.25,$0.00,12961.69,84.0,4.6,5.09,6.42,-10.91,-10.91,-0.2061,"$14,960.41",2022-07-23,09:00:00,2022,7,20220723,07/23/2022 09:00:00,2022-07-23 09:00:00-07:00,,,101433.89,0,4.116,52.61,,33.0,160.0
3851,3940,2022-12-06 14:00:00,6,14.0,$42.03,$39.79,4.14,$0.00,12490.01,80.1,8.1,10.15,9.61,2.24,2.24,0.056299999999999996,"-$1,329.11",2022-12-06,14:00:00,2022,12,20221206,12/06/2022 14:00:00,2022-12-06 14:00:00-08:00,,,101163.85,0,5.144,61.67,,27.0,210.0
3852,3941,2022-09-29 12:00:00,29,12.0,$42.04,$43.37,6.61,$0.00,11717.94,75.9,10.4,6.36,6.56,-1.34,-1.34,-0.0308,"$1,266.84",2022-09-29,12:00:00,2022,9,20220929,09/29/2022 12:00:00,2022-09-29 12:00:00-07:00,,,101771.44,0,0.0,28.15,,27.0,0.0
3853,3942,2022-04-26 23:00:00,26,23.0,$42.05,$49.57,6.4,$0.00,11379.52,68.0,8.1,6.57,7.75,-7.52,-7.52,-0.1517,"-$4,555.54",2022-04-26,23:00:00,2022,4,20220426,04/26/2022 23:00:00,2022-04-26 23:00:00-07:00,,,102007.72,0,3.087,67.99,,18.0,50.0
3854,3943,2022-07-09 01:00:00,9,1.0,$42.06,$53.57,6.39,$0.00,14370.84,82.9,5.8,6.58,8.38,-11.52,-11.52,-0.215,"-$2,888.91",2022-07-09,01:00:00,2022,7,20220709,07/09/2022 01:00:00,2022-07-09 01:00:00-07:00,,,101366.38,0,2.058,78.97,,28.0,180.0
3855,3944,2022-12-06 20:00:00,6,20.0,$42.06,$49.10,4.14,$0.00,12449.38,73.9,6.9,10.16,11.86,-7.05,-7.05,-0.1435,"-$1,319.62",2022-12-06,20:00:00,2022,12,20221206,12/06/2022 20:00:00,2022-12-06 20:00:00-08:00,,,101467.64,0,3.601,94.07,,22.0,170.0
3856,3945,2022-10-26 08:00:00,26,8.0,$42.06,$56.13,5.2,$0.00,9850.82,48.0,8.1,8.09,10.79,-14.07,-14.07,-0.2507,$923.66,2022-10-26,08:00:00,2022,10,20221026,10/26/2022 08:00:00,2022-10-26 08:00:00-07:00,,,101703.93,0,1.543,48.31,,17.0,60.0
3857,3946,2023-02-13 08:00:00,13,8.0,$42.07,$57.07,2.37,$0.00,11362.91,46.0,0.0,17.75,24.08,-15.0,-15.0,-0.26280000000000003,"-$13,742.52",2023-02-13,08:00:00,2023,2,20230213,02/13/2023 08:00:00,2023-02-13 08:00:00-08:00,,,101703.93,0,2.058,67.57,,16.0,140.0
3858,3947,2022-10-04 08:00:00,4,8.0,$42.08,$52.15,5.64,$0.00,10102.14,62.1,3.5,7.46,9.25,-10.08,-10.08,-0.1932,"$1,163.95",2022-10-04,08:00:00,2022,10,20221004,10/04/2022 08:00:00,2022-10-04 08:00:00-07:00,,,101636.42,0,3.087,56.7,,22.0,50.0
3859,3948,2022-12-05 16:00:00,5,16.0,$42.08,$45.00,4.82,$0.00,12510.16,81.0,9.2,8.73,9.34,-2.92,-2.92,-0.0649,"-$1,307.50",2022-12-05,16:00:00,2022,12,20221205,12/05/2022 16:00:00,2022-12-05 16:00:00-08:00,,,100893.81,0,3.087,73.67,,24.0,180.0
3860,3949,2022-07-23 07:00:00,23,7.0,$42.08,$52.04,8.25,$0.00,11675.93,75.9,0.0,5.1,6.31,-9.96,-9.96,-0.1913,"$14,977.53",2022-07-23,07:00:00,2022,7,20220723,07/23/2022 07:00:00,2022-07-23 07:00:00-07:00,,,101467.64,0,1.543,79.11,,29.0,70.0
3861,3950,2022-12-04 19:00:00,4,19.0,$42.09,$42.54,4.82,$0.00,10734.16,66.0,4.6,8.73,8.83,-0.45,-0.45,-0.0106,"-$1,236.03",2022-12-04,19:00:00,2022,12,20221204,12/04/2022 19:00:00,2022-12-04 19:00:00-08:00,,mist,101636.42,0,3.087,93.94,,19.0,180.0
3862,3951,2022-10-14 15:00:00,14,15.0,$42.11,$70.79,6.28,$0.00,14988.98,84.9,9.2,6.7,11.27,-28.69,-28.69,-0.4052,"$2,040.23",2022-10-14,15:00:00,2022,10,20221014,10/14/2022 15:00:00,2022-10-14 15:00:00-07:00,,,101062.58,0,5.144,32.82,,29.0,130.0
3863,3952,2023-03-14 09:00:00,14,9.0,$42.11,$37.24,2.45,$0.00,10155.87,53.1,9.2,17.19,15.2,4.87,4.87,0.1308,"-$13,663.54",2023-03-14,09:00:00,2023,3,20230314,03/14/2023 09:00:00,2023-03-14 09:00:00-07:00,,,102210.25,0,6.173,44.2,,14.0,70.0
3864,3953,2022-03-28 21:00:00,28,21.0,$42.14,$61.22,5.49,$0.00,12405.89,72.0,11.5,7.67,11.15,-19.09,-19.09,-0.31170000000000003,"-$1,339.94",2022-03-28,21:00:00,2022,3,20220328,03/28/2022 21:00:00,2022-03-28 21:00:00-07:00,,,101265.11,0,5.144,83.01,,21.0,170.0
3865,3954,2022-09-22 10:00:00,22,10.0,$42.16,$52.43,7.99,$0.00,13377.54,84.9,9.2,5.28,6.56,-10.27,-10.27,-0.1959,"$2,504.09",2022-09-22,10:00:00,2022,9,20220922,09/22/2022 10:00:00,2022-09-22 10:00:00-07:00,,,101298.87,0,2.572,46.8,,34.0,330.0
3866,3955,2022-07-23 05:00:00,23,5.0,$42.19,$45.28,8.25,$0.00,11627.81,75.0,0.0,5.11,5.49,-3.09,-3.09,-0.0682,"$14,990.10",2022-07-23,05:00:00,2022,7,20220723,07/23/2022 05:00:00,2022-07-23 05:00:00-07:00,,,101400.13,0,0.0,100.0,,24.0,0.0
3867,3956,2022-06-16 04:00:00,16,4.0,$42.20,$47.18,7.72,$0.00,12686.29,80.1,4.6,5.47,6.11,-4.99,-4.99,-0.1057,"$4,311.03",2022-06-16,04:00:00,2022,6,20220616,06/16/2022 04:00:00,2022-06-16 04:00:00-07:00,,,101467.64,0,1.543,94.16,,24.0,160.0
3868,3957,2022-06-11 09:00:00,11,9.0,$42.20,$52.22,8.67,$0.00,13464.34,84.0,8.1,4.87,6.02,-10.02,-10.02,-0.19190000000000002,"$2,479.83",2022-06-11,09:00:00,2022,6,20220611,06/11/2022 09:00:00,2022-06-11 09:00:00-07:00,,,100961.32,0,3.601,55.65,,32.0,230.0
3869,3958,2023-01-31 22:00:00,31,22.0,$42.21,$65.21,2.81,$0.00,12783.83,37.0,10.4,15.02,23.21,-23.0,-23.0,-0.3527,"-$11,404.82",2023-01-31,22:00:00,2023,1,20230131,01/31/2023 22:00:00,2023-01-31 22:00:00-08:00,,,102210.25,0,5.659,93.13,,3.0,360.0
3870,3959,2022-12-03 22:00:00,3,22.0,$42.22,$48.48,4.82,$0.00,10177.88,66.0,6.0,8.76,10.06,-6.27,-6.27,-0.1292,"-$1,041.80",2022-12-03,22:00:00,2022,12,20221203,12/03/2022 22:00:00,2022-12-03 22:00:00-08:00,,,102311.52,0,3.601,72.23,,16.0,340.0
3871,3960,2022-03-23 22:00:00,23,22.0,$42.22,$83.28,5.01,$0.00,10513.36,57.9,0.0,8.43,16.62,-41.06,-41.06,-0.49310000000000004,-$908.61,2022-03-23,22:00:00,2022,3,20220323,03/23/2022 22:00:00,2022-03-23 22:00:00-07:00,,,101366.38,0,0.0,62.0,,11.0,0.0
3872,3961,2022-07-12 09:00:00,12,9.0,$42.25,$43.34,6.76,$0.00,14481.17,87.1,6.9,6.25,6.41,-1.1,-1.1,-0.0253,"-$3,808.37",2022-07-12,09:00:00,2022,7,20220712,07/12/2022 09:00:00,2022-07-12 09:00:00-07:00,,,100927.56,0,3.087,55.9,,33.0,290.0
3873,3962,2022-04-13 00:00:00,13,24.0,$42.25,$52.54,6.36,-$0.20,11950.81,75.9,17.3,6.64,8.26,-10.29,-10.29,-0.1959,-$461.68,2022-04-13,00:00:00,2022,4,20220413,04/13/2022 00:00:00,2022-04-13 00:00:00-07:00,11.318,,100421.24,0,8.231,83.37,,24.0,160.0
3874,3963,2022-10-27 10:00:00,27,10.0,$42.26,$34.60,5.26,$0.00,10189.12,63.0,8.1,8.03,6.58,7.66,7.66,0.2212,$754.03,2022-10-27,10:00:00,2022,10,20221027,10/27/2022 10:00:00,2022-10-27 10:00:00-07:00,,,101332.62,0,3.601,37.95,,22.0,130.0
3875,3964,2022-03-20 21:00:00,20,21.0,$42.28,$47.80,4.87,$0.00,10701.79,63.0,10.4,8.68,9.82,-5.52,-5.52,-0.1155,-$90.78,2022-03-20,21:00:00,2022,3,20220320,03/20/2022 21:00:00,2022-03-20 21:00:00-07:00,,,101568.91,0,4.63,72.23,,16.0,110.0
3876,3965,2022-10-04 06:00:00,4,6.0,$42.30,$40.18,5.64,$0.00,9389.89,62.1,0.0,7.5,7.12,2.12,2.12,0.0526,"$1,181.58",2022-10-04,06:00:00,2022,10,20221004,10/04/2022 06:00:00,2022-10-04 06:00:00-07:00,,,101568.91,0,0.0,77.33,,17.0,0.0
3877,3966,2022-07-31 08:00:00,31,8.0,$42.31,$55.84,8.66,$0.00,11485.17,81.0,5.8,4.89,6.45,-13.53,-13.53,-0.24230000000000002,"$12,856.42",2022-07-31,08:00:00,2022,7,20220731,07/31/2022 08:00:00,2022-07-31 08:00:00-07:00,,,101670.17,0,3.087,66.46,,31.0,170.0
3878,3967,2022-03-20 20:00:00,20,20.0,$42.32,$51.89,4.87,$0.00,10498.98,64.0,10.4,8.69,10.66,-9.57,-9.57,-0.1844,-$85.26,2022-03-20,20:00:00,2022,3,20220320,03/20/2022 20:00:00,2022-03-20 20:00:00-07:00,,,101602.66,0,5.144,67.79,,17.0,110.0
3879,3968,2022-04-07 23:00:00,7,23.0,$42.32,$57.99,6.25,$0.00,10082.15,60.1,4.6,6.77,9.28,-15.67,-15.67,-0.2702,-$549.11,2022-04-07,23:00:00,2022,4,20220407,04/07/2022 23:00:00,2022-04-07 23:00:00-07:00,,,101771.44,0,2.572,33.05,,14.0,270.0
3880,3969,2022-12-06 13:00:00,6,13.0,$42.32,$37.54,4.14,$0.00,12047.79,79.0,9.2,10.22,9.07,4.78,4.78,0.1274,"-$1,331.35",2022-12-06,13:00:00,2022,12,20221206,12/06/2022 13:00:00,2022-12-06 13:00:00-08:00,,,101130.09,0,3.601,65.62,,27.0,200.0
3881,3970,2022-10-25 23:00:00,25,23.0,$42.33,$46.73,4.81,$0.00,9626.75,55.0,0.0,8.8,9.72,-4.41,-4.41,-0.0943,$987.95,2022-10-25,23:00:00,2022,10,20221025,10/25/2022 23:00:00,2022-10-25 23:00:00-07:00,,,101366.38,0,0.0,76.35,,11.0,0.0
3882,3971,2022-11-15 15:00:00,15,15.0,$42.33,$38.81,6.2,$0.00,10618.84,55.0,16.1,6.83,6.26,3.52,3.52,0.0906,"-$1,393.06",2022-11-15,15:00:00,2022,11,20221115,11/15/2022 15:00:00,2022-11-15 15:00:00-08:00,,,102277.76,0,7.717,66.05,,9.0,340.0
3883,3972,2022-04-05 22:00:00,5,22.0,$42.33,$54.94,5.66,$0.00,12683.59,75.9,8.1,7.48,9.71,-12.61,-12.61,-0.22949999999999998,$413.72,2022-04-05,22:00:00,2022,4,20220405,04/05/2022 22:00:00,2022-04-05 22:00:00-07:00,,haze,99982.42,0,2.058,88.54,,23.0,180.0
3884,3973,2022-12-11 21:00:00,11,21.0,$42.35,$41.56,5.0,$0.00,11058.66,64.9,6.9,8.47,8.31,0.79,0.79,0.0191,-$586.68,2022-12-11,21:00:00,2022,12,20221211,12/11/2022 21:00:00,2022-12-11 21:00:00-08:00,,,101467.64,0,2.058,93.89,,18.0,30.0
3885,3974,2022-11-25 20:00:00,25,20.0,$42.36,$58.00,6.46,$0.00,10039.21,59.0,13.8,6.56,8.98,-15.65,-15.65,-0.2697,"-$1,633.60",2022-11-25,20:00:00,2022,11,20221125,11/25/2022 20:00:00,2022-11-25 20:00:00-08:00,,light rain,101332.62,0,3.601,93.75,,15.0,50.0
3886,3975,2022-09-27 07:00:00,27,7.0,$42.38,$41.08,6.74,$0.00,10138.46,60.1,3.5,6.29,6.09,1.3,1.3,0.0316,"$1,137.80",2022-09-27,07:00:00,2022,9,20220927,09/27/2022 07:00:00,2022-09-27 07:00:00-07:00,,,101636.42,0,3.087,53.1,,22.0,20.0
3887,3976,2022-07-23 06:00:00,23,6.0,$42.39,$45.00,8.25,$0.00,11623.94,75.9,0.0,5.14,5.45,-2.62,-2.62,-0.0581,"$14,987.49",2022-07-23,06:00:00,2022,7,20220723,07/23/2022 06:00:00,2022-07-23 06:00:00-07:00,,,101433.89,0,3.087,88.86,,27.0,50.0
3888,3977,2022-12-10 17:00:00,10,17.0,$42.39,$51.99,5.0,$0.00,11879.61,75.9,11.5,8.48,10.4,-9.6,-9.6,-0.18469999999999998,-$794.46,2022-12-10,17:00:00,2022,12,20221210,12/10/2022 17:00:00,2022-12-10 17:00:00-08:00,,,101332.62,0,4.116,88.54,,23.0,170.0
3889,3978,2022-04-23 20:00:00,23,20.0,$42.39,$74.84,6.55,$0.00,13016.87,75.0,15.0,6.47,11.43,-32.45,-32.45,-0.4336,"-$2,869.31",2022-04-23,20:00:00,2022,4,20220423,04/23/2022 20:00:00,2022-04-23 20:00:00-07:00,,,101028.83,0,5.659,78.24,,23.0,160.0
3890,3979,2022-10-04 07:00:00,4,7.0,$42.41,$49.96,5.64,$0.00,9869.28,62.1,3.5,7.52,8.86,-7.55,-7.55,-0.1512,"$1,174.03",2022-10-04,07:00:00,2022,10,20221004,10/04/2022 07:00:00,2022-10-04 07:00:00-07:00,,,101602.66,0,3.087,60.03,,20.0,30.0
3891,3980,2022-11-24 00:00:00,24,24.0,$42.41,$32.86,6.18,-$0.28,9374.34,61.0,9.2,6.86,5.32,9.55,9.55,0.29059999999999997,"-$1,368.02",2022-11-24,00:00:00,2022,11,20221124,11/24/2022 00:00:00,2022-11-24 00:00:00-08:00,,mist,101163.85,0,4.63,100.0,,17.0,130.0
3892,3981,2022-10-02 14:00:00,2,14.0,$42.41,$43.23,6.29,$0.00,12003.41,82.9,8.1,6.74,6.87,-0.82,-0.82,-0.0189,"$1,217.03",2022-10-02,14:00:00,2022,10,20221002,10/02/2022 14:00:00,2022-10-02 14:00:00-07:00,,,101501.4,0,1.543,26.83,,29.0,10.0
3893,3982,2022-10-17 11:00:00,17,11.0,$42.42,$49.06,6.08,$0.00,11844.29,66.0,10.4,6.98,8.07,-6.65,-6.65,-0.1354,"$2,786.05",2022-10-17,11:00:00,2022,10,20221017,10/17/2022 11:00:00,2022-10-17 11:00:00-07:00,,light rain,101433.89,0,4.63,88.2,,19.0,20.0
3894,3983,2022-11-22 12:00:00,22,12.0,$42.43,$42.99,6.26,$0.00,11662.11,54.0,5.8,6.78,6.87,-0.56,-0.56,-0.013000000000000001,"-$1,579.13",2022-11-22,12:00:00,2022,11,20221122,11/22/2022 12:00:00,2022-11-22 12:00:00-08:00,,,102142.74,0,3.087,47.75,,15.0,80.0
3895,3984,2022-09-14 04:00:00,14,4.0,$42.44,$45.66,8.39,$0.00,10292.59,68.0,5.8,5.06,5.44,-3.22,-3.22,-0.0706,"$4,541.81",2022-09-14,04:00:00,2022,9,20220914,09/14/2022 04:00:00,2022-09-14 04:00:00-07:00,,,101197.6,0,1.543,93.94,,19.0,10.0
3896,3985,2023-01-16 11:00:00,16,11.0,$42.45,$18.32,3.44,$0.00,10744.9,73.0,9.2,12.34,5.33,24.13,24.13,1.3169,"-$11,104.71",2023-01-16,11:00:00,2023,1,20230116,01/16/2023 11:00:00,2023-01-16 11:00:00-08:00,7.202,,100623.77,0,4.63,60.98,,24.0,180.0
3897,3986,2022-12-07 06:00:00,7,6.0,$42.46,$34.57,4.46,$0.00,9996.41,69.1,3.5,9.52,7.75,7.89,7.89,0.22820000000000001,"-$1,341.01",2022-12-07,06:00:00,2022,12,20221207,12/07/2022 06:00:00,2022-12-07 06:00:00-08:00,,mist,101906.46,0,0.0,100.0,,22.0,0.0
3898,3987,2022-09-29 13:00:00,29,13.0,$42.46,$46.00,6.61,$0.00,12168.5,80.1,8.1,6.42,6.96,-3.54,-3.54,-0.077,"$1,263.30",2022-09-29,13:00:00,2022,9,20220929,09/29/2022 13:00:00,2022-09-29 13:00:00-07:00,,,101602.66,0,0.0,28.43,,28.0,0.0
3899,3988,2022-07-11 05:00:00,11,5.0,$42.47,$38.59,6.39,$0.00,13516.95,82.9,3.5,6.65,6.04,3.88,3.88,0.10039999999999999,"$4,300.84",2022-07-11,05:00:00,2022,7,20220711,07/11/2022 05:00:00,2022-07-11 05:00:00-07:00,,,100826.3,0,1.543,83.83,,28.0,210.0
3900,3989,2022-07-11 02:00:00,11,2.0,$42.48,$46.54,6.39,$0.00,14255.72,84.0,4.6,6.65,7.28,-4.06,-4.06,-0.0873,"$4,295.84",2022-07-11,02:00:00,2022,7,20220711,07/11/2022 02:00:00,2022-07-11 02:00:00-07:00,,,100826.3,0,0.0,70.17,,29.0,0.0
3901,3990,2022-04-25 10:00:00,25,10.0,$42.48,$62.32,6.55,$0.00,12962.12,81.0,12.7,6.49,9.51,-19.84,-19.84,-0.3184,"-$3,513.90",2022-04-25,10:00:00,2022,4,20220425,04/25/2022 10:00:00,2022-04-25 10:00:00-07:00,,,101400.13,0,5.144,58.42,,29.0,170.0
3902,3991,2022-04-29 12:00:00,29,12.0,$42.48,$83.87,6.79,$0.00,13738.12,82.0,9.2,6.26,12.35,-41.39,-41.39,-0.4935,"-$5,433.80",2022-04-29,12:00:00,2022,4,20220429,04/29/2022 12:00:00,2022-04-29 12:00:00-07:00,,,100792.54,0,3.601,45.72,,30.0,190.0
3903,3992,2022-07-03 06:00:00,3,6.0,$42.49,$37.10,5.73,$0.00,11614.17,77.0,0.0,7.41,6.47,5.39,5.39,0.1451,"-$3,504.37",2022-07-03,06:00:00,2022,7,20220703,07/03/2022 06:00:00,2022-07-03 06:00:00-07:00,,,101400.13,0,1.543,78.97,,28.0,160.0
3904,3993,2022-07-15 06:00:00,15,6.0,$42.50,$43.04,6.86,$0.00,11555.44,75.9,5.8,6.19,6.27,-0.55,-0.55,-0.0127,"$17,509.59",2022-07-15,06:00:00,2022,7,20220715,07/15/2022 06:00:00,2022-07-15 06:00:00-07:00,,,101501.4,0,1.543,88.78,,26.0,130.0
3905,3994,2022-09-30 21:00:00,30,21.0,$42.50,$45.90,6.59,$0.00,12032.77,69.1,5.8,6.45,6.97,-3.41,-3.41,-0.0742,"$1,092.53",2022-09-30,21:00:00,2022,9,20220930,09/30/2022 21:00:00,2022-09-30 21:00:00-07:00,,,101163.85,0,0.0,55.67,,18.0,0.0
3906,3995,2022-08-03 09:00:00,3,9.0,$42.50,$51.31,7.98,$0.00,14176.15,84.9,8.1,5.33,6.43,-8.81,-8.81,-0.17170000000000002,"$12,563.83",2022-08-03,09:00:00,2022,8,20220803,08/03/2022 09:00:00,2022-08-03 09:00:00-07:00,,,101163.85,0,4.116,55.9,,33.0,210.0
3907,3996,2022-11-09 18:00:00,9,18.0,$42.51,$95.82,3.9,$0.00,13624.0,75.9,8.1,10.9,24.57,-53.31,-53.31,-0.5564,$688.68,2022-11-09,18:00:00,2022,11,20221109,11/09/2022 18:00:00,2022-11-09 18:00:00-08:00,,,101467.64,0,0.0,83.01,,21.0,0.0
3908,3997,2022-11-11 00:00:00,11,24.0,$42.52,$28.44,3.45,-$1.18,10341.43,68.0,3.5,12.32,8.24,14.08,14.08,0.4949,-$140.39,2022-11-11,00:00:00,2022,11,20221111,11/11/2022 00:00:00,2022-11-11 00:00:00-08:00,,fog,100657.52,0,0.0,100.0,,18.0,0.0
3909,3998,2022-10-18 23:00:00,18,23.0,$42.56,$52.86,6.02,$0.00,9437.79,55.9,8.1,7.07,8.78,-10.3,-10.3,-0.1949,"$2,245.08",2022-10-18,23:00:00,2022,10,20221018,10/18/2022 23:00:00,2022-10-18 23:00:00-07:00,,,102244.01,0,2.058,53.53,,10.0,10.0
3910,3999,2022-06-23 06:00:00,23,6.0,$42.57,$43.26,6.59,$0.00,12232.46,79.0,3.5,6.46,6.56,-0.7,-0.7,-0.0161,$678.31,2022-06-23,06:00:00,2022,6,20220623,06/23/2022 06:00:00,2022-06-23 06:00:00-07:00,,,101366.38,0,3.601,74.36,,28.0,260.0
3911,4000,2022-03-25 14:00:00,25,14.0,$42.57,$41.33,5.17,$0.00,11350.03,79.0,0.0,8.23,7.99,1.24,1.24,0.029900000000000003,"-$1,453.29",2022-03-25,14:00:00,2022,3,20220325,03/25/2022 14:00:00,2022-03-25 14:00:00-07:00,,,101467.64,0,5.144,11.18,,28.0,330.0
3912,4001,2022-07-15 04:00:00,15,4.0,$42.57,$40.35,6.86,$0.00,11378.19,77.0,3.5,6.21,5.88,2.22,2.22,0.055099999999999996,"$17,509.48",2022-07-15,04:00:00,2022,7,20220715,07/15/2022 04:00:00,2022-07-15 04:00:00-07:00,,,101400.13,0,2.058,94.16,,24.0,50.0
3913,4002,2022-06-06 01:00:00,6,1.0,$42.61,$47.04,8.36,$0.00,13400.95,79.0,5.8,5.1,5.63,-4.44,-4.44,-0.0943,"$5,618.16",2022-06-06,01:00:00,2022,6,20220606,06/06/2022 01:00:00,2022-06-06 01:00:00-07:00,,,100353.73,0,2.058,78.68,,26.0,190.0
3914,4003,2022-11-11 12:00:00,11,12.0,$42.61,$63.14,4.63,$0.00,12686.9,80.1,6.9,9.2,13.64,-20.53,-20.53,-0.32520000000000004,-$232.98,2022-11-11,12:00:00,2022,11,20221111,11/11/2022 12:00:00,2022-11-11 12:00:00-08:00,,,100454.99,0,3.087,61.67,,27.0,160.0
3915,4004,2022-05-08 10:00:00,8,10.0,$42.62,$60.86,8.37,$0.00,14008.49,82.9,10.4,5.09,7.27,-18.25,-18.25,-0.2998,"-$5,830.43",2022-05-08,10:00:00,2022,5,20220508,05/08/2022 10:00:00,2022-05-08 10:00:00-07:00,,,100522.5,0,6.173,52.35,,32.0,150.0
3916,4005,2022-04-23 23:00:00,23,23.0,$42.63,$58.88,6.55,$0.00,12093.36,73.0,12.7,6.51,8.99,-16.25,-16.25,-0.2759,"-$2,954.43",2022-04-23,23:00:00,2022,4,20220423,04/23/2022 23:00:00,2022-04-23 23:00:00-07:00,,,100961.32,0,5.144,83.13,,22.0,140.0
3917,4006,2023-01-06 18:00:00,6,18.0,$42.64,$44.97,3.76,$0.00,10776.66,72.0,11.5,11.34,11.96,-2.34,-2.34,-0.0519,"-$10,121.53",2023-01-06,18:00:00,2023,1,20230106,01/06/2023 18:00:00,2023-01-06 18:00:00-08:00,,,101737.68,0,3.601,77.79,,20.0,160.0
3918,4007,2022-10-24 14:00:00,24,14.0,$42.64,$50.60,4.43,$0.00,13465.09,79.0,21.9,9.63,11.42,-7.96,-7.96,-0.1573,"$1,571.66",2022-10-24,14:00:00,2022,10,20221024,10/24/2022 14:00:00,2022-10-24 14:00:00-07:00,7.202,,100488.75,0,4.63,61.67,,27.0,170.0
3919,4008,2022-04-29 11:00:00,29,11.0,$42.65,$58.89,6.79,$0.00,13115.56,79.0,13.8,6.28,8.67,-16.24,-16.24,-0.2758,"-$5,392.41",2022-04-29,11:00:00,2022,4,20220429,04/29/2022 11:00:00,2022-04-29 11:00:00-07:00,,,100860.05,0,5.659,54.65,,28.0,170.0
3920,4009,2022-12-08 22:00:00,8,22.0,$42.65,$43.05,4.53,$0.00,11882.16,70.0,6.9,9.41,9.5,-0.4,-0.4,-0.009300000000000001,"-$1,298.95",2022-12-08,22:00:00,2022,12,20221208,12/08/2022 22:00:00,2022-12-08 22:00:00-08:00,,mist,101771.44,0,1.543,100.0,,19.0,160.0
3921,4010,2022-08-04 04:00:00,4,4.0,$42.65,$46.47,7.83,$0.00,12613.48,81.0,3.5,5.45,5.93,-3.82,-3.82,-0.08220000000000001,"$13,238.02",2022-08-04,04:00:00,2022,8,20220804,08/04/2022 04:00:00,2022-08-04 04:00:00-07:00,,,101062.58,0,1.543,83.71,,27.0,180.0
3922,4011,2022-05-26 04:00:00,26,4.0,$42.68,$50.04,9.3,$0.00,9754.09,61.0,4.6,4.59,5.38,-7.36,-7.36,-0.1471,"$3,932.43",2022-05-26,04:00:00,2022,5,20220526,05/26/2022 04:00:00,2022-05-26 04:00:00-07:00,,,101062.58,0,3.601,77.48,,18.0,190.0
3923,4012,2022-07-18 07:00:00,18,7.0,$42.68,$45.28,6.61,$0.00,12684.77,80.1,4.6,6.46,6.85,-2.6,-2.6,-0.0574,"$17,500.02",2022-07-18,07:00:00,2022,7,20220718,07/18/2022 07:00:00,2022-07-18 07:00:00-07:00,,,101298.87,0,4.63,74.52,,29.0,220.0
