Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $
3-22-2022 15:00,TUE,15.00,-$3.23,$2.73,$4.78,$0.00,"5,780.18",52.0,27.6,-0.67,0.57,-$5.96,-$5.96,-218.13%,-$402.53
3-11-2023 05:00,SAT,5.00,-$3.22,$0.69,$2.38,$0.00,"6,559.32",54.0,13.8,-1.35,0.29,-$3.91,-$3.91,-567.03%,"-$34,839.09"
4-29-2022 03:00,FRI,3.00,-$3.18,-$10.46,$6.79,$0.00,"5,753.56",69.1,23.0,-0.47,-1.54,$7.28,$7.28,-69.57%,"-$3,146.34"
10-22-2022 06:00,SAT,6.00,-$3.18,-$0.15,$4.43,$0.00,"6,249.17",59.0,12.7,-0.72,-0.03,-$3.03,-$3.03,2020.00%,"-$16,531.70"
11-6-2022 03:00,SUN,3.00,-$3.18,-$3.53,$3.94,$0.00,"6,255.47",53.1,12.7,-0.81,-0.90,$0.35,$0.35,-9.99%,"-$17,980.74"
3-6-2023 03:00,MON,3.00,-$3.17,$0.24,$2.67,$0.00,"6,497.19",50.0,8.1,-1.19,0.09,-$3.41,-$3.41,-1421.88%,"-$35,047.11"
10-23-2022 09:00,SUN,9.00,-$3.16,$2.70,$4.43,$0.00,"6,262.14",64.9,18.4,-0.71,0.61,-$5.86,-$5.86,-217.13%,"-$16,531.05"
3-22-2022 12:00,TUE,12.00,-$3.16,$0.81,$4.78,$0.00,"5,897.15",46.0,29.9,-0.66,0.17,-$3.97,-$3.97,-490.12%,-$384.81
4-23-2022 07:00,SAT,7.00,-$3.15,$11.44,$6.55,$0.00,"5,587.73",59.0,6.9,-0.48,1.75,-$14.59,-$14.59,-127.53%,"-$1,299.58"
10-27-2022 12:00,THU,12.00,-$3.15,$0.77,$5.26,$0.00,"6,430.58",63.0,13.8,-0.60,0.15,-$3.92,-$3.92,-508.77%,"-$17,307.08"
1-18-2023 12:00,WED,12.00,-$3.15,$0.16,$3.42,$0.00,"6,452.90",52.0,33.4,-0.92,0.05,-$3.31,-$3.31,-2065.63%,"-$31,839.37"
3-10-2023 23:00,FRI,23.00,-$3.14,$12.81,$2.51,$0.00,"6,685.36",59.0,19.6,-1.25,5.10,-$15.95,-$15.95,-124.47%,"-$34,796.53"
3-20-2022 10:00,SUN,10.00,-$3.13,-$2.77,$4.87,$0.00,"5,623.39",55.9,18.4,-0.64,-0.57,-$0.36,-$0.36,12.82%,-$596.86
2-6-2023 09:00,MON,9.00,-$3.11,$3.25,$2.40,$0.00,"6,692.28",51.1,13.8,-1.30,1.35,-$6.36,-$6.36,-195.69%,"-$34,277.40"
3-16-2023 21:00,THU,21.00,-$3.10,-$2.39,$2.44,$0.00,"6,863.93",37.9,26.5,-1.27,-0.98,-$0.71,-$0.71,29.71%,"-$35,647.66"
5-29-2022 09:00,SUN,9.00,-$3.10,$3.78,$8.27,$0.00,"5,957.78",78.1,18.4,-0.37,0.46,-$6.88,-$6.88,-181.88%,"-$8,742.28"
10-22-2022 23:00,SAT,23.00,-$3.09,-$0.58,$4.43,$0.00,"6,596.45",73.0,15.0,-0.70,-0.13,-$2.51,-$2.51,432.33%,"-$16,493.12"
